source,content,sentiment
instagram,#عادل_فردوسی_پور,neu
instagram,برهانی جفت پوچ😂😂,pos
instagram,حالا اگر داربی دوستانه رو برده بودین گه میگفتین پنج ولی چون نبردین میگین حساب نیس,neu
instagram,😂😂😂😂😂,pos
instagram,شاتم کنین شات شین❤️❤️❤️❤️,neu
instagram,منظورش جام فیک ولایته؟؟؟😂😂😂😂 تنها جامی که بدون زد و بند بعد از انقلاب گرفتن همین بوده😁😁,neu
instagram,وااااای سوزوندیاااااا,neu
instagram,بچه‌بازی‌,neg
instagram,کیسه کشا واسه ساختن یه دلخوشی واسه خودشون هرکاری میکنن وهرقانون من دراوردی  درست میکنن مثلا به کوپا امجدیه که یه دورهمی بوده میگن قهرمانی اسبا,neu
instagram,ترووووخدا اون بازی که خودمون میدونیم دوستانه بود رو جزو دربیا حساب کنید که چهار بار پشت هم مارو نبرده باشید 💙💙💙💙😁,neu
instagram,#jack3d چه میکنه این,neu
instagram,اگه مساوی رو قبول داری دربی پنجاه و یک تا دربی پنجاه و پنح هم ما جهارتا دربی بردیم و شما یه مساوی وسطش گرفتین😂پس چهارتاتونم رو هواست پلیز سرچ گوکل😂😉,neu
instagram,😂😂😂😂😂,pos
instagram,😂😂😂😂,pos
instagram,لنگیا میگن ۴ تا زدیم ولی تو اون بازی ما هم دوتا زدیم که اختلاف دوتا بود ولی تو اون بازی که چهارمین بردمون هم بود ۳ هیچ بردیم با اختلاف سه تا که همش تو وقت اضافه بود😂😂😂😂😂😂😂😂,neu
instagram,خخخ کیییرم تو طفل شیرخوار تا جوان کییر خوار تا پیر پشمک موی خاندانت🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,neg
instagram,#استقلال_سرور_پرسپولیسه,neu
instagram,#جام_در_جام_باشگاههای_آسیا,neu
instagram,#پرسپولیس_سوراخ_آسیا,neu
instagram,کییر همون جیسون موموآ که گذاشتی رو عکس پروفایلت تو مادرت,neg
instagram,یادمه بعد چهاربار پشت هم بردنتون هوادراتون بعد بازی میگفتن غلطکردیم اومدیم ورزشگاه😂😂😂دیگع بسه دیگه😂😂خسته شدیم انقدر باختیم😂😂😂چقدر آخه ببازیم😂😂😂یبار ببازیم دوبار ببازیم چهاربار باختیم اخه😂😂سابقه نداشته اینجوری ببازیم ما😂😂😂😂😂حالا به لنگی بودنت افتخار کن😐👍,neu
instagram,تو خیلی هارو کشتی ولی من خیلی هارو خاک کردم یه گلدون هم گذاشتم روش.... تو مدرک رو کردن به درد من نمیخوره.. ‌مدرک اینکه ما خودمون با اشتباه خودمون گل زدیم خیلی زیاده تو دربی ها تا دلت بخواد من میتونم مثال بزنم..... اسطوره های درپیت منظورم علی پروین و فرشاد پیوسه که بهتره تحقیق کنی چقدر پول دارن به جیب میزنن ‌... یا حتی همین علی کریمی که فوتبالشو قبول دارم ولی از حرفایی که میزنه حالم بهم میخوره که نمونه بارزش توهین به کیروشه که خودش هیچ پخی نبود ولی از کیروش ایراد میگرفت...,neu
instagram,بازی داریم تا بازی.... بازی حساس داریم بازی عادی داریم.... من الان باید بهت توضیح بدم.... هنوز یادم نمیره تو جام حذفی بشار پیرهن یارو رو گرفت افتاد زمین پنالتی گرفت😐یا بازی با ماشین سازی که پنالتی گرفت براتون الکی الکی که اونم چیپعلیتون رید😂یا بازی های ما که همشون یه مرضی دارن..گفتنی ها زیاده ولی کو گوش شنوا,neu
instagram,😅😅😅😅😅😅😅,pos
instagram,خاک تو مغزت با این طرز فکر مزخرفت... چی بگم بهت آخه😐ای خدا,neg
instagram,اگر دوستانه بود پس با احتساب بازیهای رسمی پرسپولیس ۱ برد بیشتر داره و اگر بازی های دوستانه رو قبول میکنید که بین اون ۴ تا برد یک مساوی بوده و باید ۳ برد متوالی حساب کرد تمام ❤️❤️❤️❤️❤️,neu
instagram,کلا تیمی که فرار کنه از بازی بازیکناشون جز کونی اسمی نمیشه روشون گذاشت و رقیب ما نیستند ما ترجیح میدیم‌جلوی تیمهایی مثل فولاد و پیکان باری کنیم و لذت ببریم‌تا تیمهایی مثل سپاهان و استقلال که حاضر نشدند به بازی و تراکتوری که ۳ تا گذاشتیم‌درشون,neg
instagram,چون سوزش زیاد داره واسشون ،سلطانی خر بی ناموس همه لنگیا رو از لونه هاشون در اورده,neu
instagram,کیروش جلوی لجنکاری دلال بازی و کثافتکاری یه سریا رو گرفت بهمین خاطر لنگیا با مافیای رسانه که یکیش همین ورزش ۳ میباشد و حمایت وزیر عزگل زیر آب بهترین مربی تاریخ فوتبال ایرانو زدن راستی از افشین دزده چه خبر 💙💙💙💙,neu
instagram,باختی زورت داره لنگی .بزارش تو آب یخ .😑,neu
instagram,کی روش خودش مافیا بود و بیخودی به پرسپولیس تهمت زد و ادامه داد و صدای مجریای تلویزیون رو هم دراورد یه زمانی وریا و رحمتی رو دعوت نمیکرد کیسه ها ضد کی روش بودن .بعد که بر علیه  تهمت زد حامیش شدین. اگر بهترین مربی بود که دو دوره جام ملتها یه بار تا فینال میرفت😉 اشین پیروانی هم از اون اتهام تبرئه شد😐❤️❤️❤️❤️❤️❤️,neu
instagram,احمق دارم میگم بازی که جام ولایت بود,neg
instagram,چقدر اسرار داره بگه از استقلال مساوی گرفیم خوبه نبردین,neu
instagram,ستاره واقعی؟؟؟ ستاره واقعی رو از تو ک. نت دراوردی؟؟؟ طبق قانون کدوم کشور ستاره زدید؟؟؟ ستاره واقعی😂😂😂خدا شمارو نگه داره واسه ما ک بخندیم بهتون حتما ستاره های شما واقعیه مال ما الکیه😂😂😂ا عزیزم شما اطلاعات فوتبالیت در حد جلیکه لازم نکرده با من کل کل کنی برو با بچه مچه ها همصحبت شو و واسه اونا قمپز در کن 😘😘😘,neu
instagram,جالب اینجاس تو اون چارجانبه ک بردن محمود خوردبین و فریدون معینی رو با التماس از پرسپولیس قرض گرفتن😂😂😂,neu
instagram,کیسه کش های آفتابه نشان یک جستجوی ساده نشون میده که ستاره های جعلی فتل ساز هیچ ارزشی نداره چون اگر اینطور بود الان رئال مادرید پیراهنش ستاره بارون بود 🤣🤣🤣حالا هم ما که با خوشحال بودن (هرچند الکی)شما مشکل نداریم 😂😂😂به کیسه کشهای آفتابه نشانی که مدیرعامل متوهم خالی بند و جاعلش فتل دودره شوالیه تقلبی که اوضاعش اینقدر وخیم شده که توهم پیشنهاد تیمداری در سوئیس را کرده که نمیشه بیشتر از توقع داشت.😉😉خوش باشید و حال کنید 👍👍👍,neu
instagram,از بعضی کیسه کشهای آفتابه نشان امثال تو نمیشه توقع ادب و نزاکت و .... داشت چون شعور و فهم کل کل کردن و کری خواندن نداری و وقتی که کم میاری هرچی که لیاقت خودت هست و نشانه ادب و تربیت و .... به دیگران نسبت میدی.,neg
instagram,😂,pos
instagram,عزیزم کاری ب رئال مادرید ندارم شما تیمای آسیایی رو ببینی هرکی قهرمان شده همین وضعیت رو داره این ک شما این وضعیت رو دوس نداری دلیل نمیشه واقعیت عوض شه. من میگم آسیا همینه ولی شما نمیفهمی حالا اگه شما ناراحتی برو سوت بزن خالی شی. والا ب قران,neg
instagram,سجده شکر,pos
instagram,این ارش بحرانی زیاد کس و شر میگه اوبی 🤣🤣🤣,neg
instagram,خو اونموقه که برا ما میزبانی گرفتن شما کجا بودید دقیقا.هزار بار گفت من پرسپولیسی نیستم تراکتوریم,neu
instagram,😂😂😂😂👍🏻,pos
instagram,زرررر نزن دیگه بینش مساوی بود خب قبل وبعدش چی؟چهارتا کجا بود؟میخاین برای شش تا یک نماد داشته باشید؟اونهم طارمی بردش زیر سوال.انشاالله امسال هم با پوکر چهار هم مال مامیشه.,neg
instagram,میزبانی برا کل مسابقات بوده نه یه تیم خو اونوقت شما کجا بودید اینو میخوام بدونم,neu
instagram,اونایی که فحش میدن کسایی هستن که جواب منطقی ای ندارن. در ضمن ما رقیبیم نه دشمن. من بهترین رفیقم استقلالیه. بابام تراکتوریه. عموم که خیلی برام عزیزه استقلالیه. وقتی میام میگم استقلالیه فلان... در واقع دارم به عمو یا رفیق خودم فحش میدم,neu
instagram,دوستان عزیز برای کسب اطلاعات پایه ای به زبان ساده در پیج   همراه ما باشید.,neu
instagram,😂😂,pos
instagram,اگر میبردید هم همین حرفو میزدید یا حسابش میکردید؟؟؟,neu
instagram,بعد‌ اگر برده‌ بودن‌ بازی رو میگفتن ۵ تا پشت‌ هم‌ بردیم😂 کیسه کشای‌ عقده‌ ای,neu
instagram,تراکتور پنج بار✋پیاپی پیروزی رو شکست داده😂👑💪🚜,neu
instagram,از فینالی ک ندیدی حرف نزن ALC🔥😂,neu
instagram,اونکه آخر شد کیسه بود😂,neu
instagram,خودتو خسته نکن از سوزشه😂🔥,neu
instagram,نه پرسپولیس همه رو داشت یه سر به بازی بزن هردوتا تیم با بازیکنای ذخیره بازی کردن.در ضمن بازی دوستانه بازی دوستانس دیگه.مثلا بازی دوستانه ایران عربستان یا برزیل و آرژانتین اسم دوستانه ام که روی بازی باشه بالاخره یه بازی حیثیتی حساب میشه.چه با ذخیره ها چه بازیکنای اصلی.چون اون دوستانه ها که شما بردید بازیکن اصلی بوده رسمیه ولی این ذخیره ها بودن به درد نخوره.نمیشه که داداش من منطقی باش,neu
instagram,اول که صحبت کردنت مشخصه که از جه خانواده ای رشد کردی دوم اینکه چطور واسه بردهای دربیتون از اون از اون بردهای دوستانه هم مایه میذاری واسه این یکی میگی دوستانس؟؟؟بیایید منگل نباشیم,neg
instagram,کسخلن به مولا.خب چه طوری اگه دوستانه حساب نمیشه پس ادعا میکنید ۲۶ تا دربی بردین؟؟پس اگه دربی دوستانه حساب نیست شما تعداد برد دربی زیرش هستین.اگر حسابه شما چهارتا دربی نبردین بالاخره کدومش؟😂😂,neu
instagram,چهار بار بردین پشت سر هم نوش جونتون اصلا قبول هر چی شما بگین .مرد باشین چهار بار قهرمانی پشت همه پرسپولیسی قبول کنین پوکر 😂,neu
instagram,البته من یه تیمو میشناسم هشتایی شده.تو قطرم با سلطان شاه علی کریمی هم پنج تایی,pos
instagram,از یه کیسه کش بی منطق چیزی بیشتر از این انتظار نیس😁,neg
instagram,💙,pos
instagram,بدبخت بنگر 😂😂,neu
instagram,😂 تمام اسناد شما از جام ولایته,neu
instagram,لنگیا میخواسن اون بازی ک اسنپی بردنو حساب کنن ک بگن ماام چاربار بردیم حالا میگن مال شما مساوی داشته🤣🤣چقد حقیر اخ💙💙🤣,neu
instagram,اونش به خودم مربوط هست جواب سوالات ی که کردم بامدرک اگه میدونی بگو تاحالا هیچ استقلالی نتونسته پاسخ بده اگه شما میدونید پاسخ بدین لطفاً توحاشیه نرین,neu
instagram,چهرتا برد پشت سر هم جام حذفی هم حساب میکنید یا باید لیگ باشه یا جام حذفی اینطوری حساب میکنن منطق هم خوب چیزی میگید دوستانه قبول نیست پس جام حذفی هم جز لیگ نیست منطقش این,neu
instagram,کیرتو کص خارمادرت,neg
instagram,توهم کیسه کشا😝😝😂,neu
instagram,اس تق لال سوراخه 4+2✌️,neu
instagram,اولا اگه لیگ محالات بود چرا تیمت اومد تو همون جام از محمدان بنگلادش خورد حذف شد اخه محمدان بنگلادش تیمه ازش خوردید تو چهار تیم سوم شدید حذف شدید؟ دوما وقتی هر سال اس ام اف سی تو پیجش  پست تبریک میزاره ینی شماها خوب میسوزید خواستی فیلم قهرمانی استقلال و که خود ای اف سی پست کردم میفرستم تا دگ کص نگی بگی نامعتبره 😂,neu
instagram,بزارمن بگم علیپور ازمدرسه اومداون گل وزدو رفت تازه اون سال رفت برگشتم بردیم😭,neu
instagram,نخیر جام سلانگور مالزی و جام باردولوی هند که هرسال توش شرکت میکردین و فتحش میکردین حکم قهرمانی آسیا رو برای شما کیسه کشای حقیر و مفلوک داره شیش سولاخیا,neg
instagram,چرا سه تاقهرمانی شما همش با قلعه نویی بوده بنظرت عجیب نیس؟؟؟قلعه نویی به اسم مافیامیشناسن اگه قراربه ناپاکیه همه میدونن کی هست کی نیس,neu
instagram,این میثاقی کارمند فتل بنگی تو گوزنامه استقلوله جوان بوده,neu
instagram,سال اول بلع اما دو سال بعد مهندسی شد لیگ مثل امسال که استرا ماچونی رو فراری دادن,neu
instagram,باشه بابا ۴بارپشت هم نباختیت 😂😂😂😂,neu
instagram,خخخخخخخخخخخخخخ خدا سایه‌ی شما رقبای بی بخار رو کم‌ نکنه که ما حالا حالاها جام اسنپی بگیریم .. رقبا رو یکی از مرز قبرس برگردوندن یا یکی تو رختکن قایم میشه تا ما از ورزشگاه بیایم بیرون .. خدا حفظتون کنه رقبای بی غیرت 😂😂😂😂😂😂,neu
instagram,؟حالا چهار یا شش پرسپولیس یا چهار استقلال,neu
instagram,متفاوت ترين ويديوهاي اموزش فوتبال و فوتسال را در پيج ما ببينيد👍,neu
instagram,همه چیز در مورد آزمایشگاه و علوم آزمایشگاهی,neu
instagram,😂😂😂😂😂😂,pos
instagram,این بیسواد میثاقی نمیگه اگه دوستانه بوده پس چرا شماره دربی لحاط شده,neu
instagram,خب چطور سه برد بازی دوستانه استقلال تو تاریخ دربیا حساب شده ولی این مساوی حساب نیست😂😂😂,neu
instagram,چهار‌تا که زدیمتون چهار جعلیتون رفت زیر سوال دیگه با پوکر قهرمانی این چهار جعلیتون هم از یادها میره,neu
instagram,❤️❤️❤️❤️❤️❤️,pos
instagram,مگه این هنوز تو رئاله 😂😂😂😂😂😂😂😂,neu
instagram,اين خبر بد بود براي رئاليا😏,neg
instagram,بازیکن خوب برای تیمهای کوچک,neu
instagram,خاک تو سرش با این دورانش ک ساخت. ولی خداروشکر برگشته چون واقعا بهش نیاز داریم❤️,neu
instagram,چیه شوهر میخوای؟؟؟خارخی دوست داری؟؟؟خوبشو برات میخرم یکی که سالم باشه هی ذرت و ذرت مصدوم  نشه😂😂😂,neu
instagram,برای بستر دور کاری ب پیج ما سربزنید🙌,neu
instagram,یه بازی میکنه مسطوم میشه😂,neu
instagram,قیمت روز خودرو وثبت نام خودرو🚘🚘🚘🚘🚘,neu
instagram,هازارد به هيچ وجه بازيكني در سطح و كلاس ستاره براي رئال نيست كلاء ٥ تا بازي نكرد بدن داغون آمادگي پايين به هيچ وجه اين قيمت ارزش نداشت بازيكنايي مث فنداك مانه امپابه و پوگبا تو اين شرايط خيلي به درد رئال ميخورن,neg
instagram,حالا اون بازیایی که بود چه گُلی زد به سر رئال که با بازگشت شکوه مندش از مصدومیت بزنه؟,neu
instagram,😍,pos
instagram,اثرات کرونا : تب سرفه ابریزش تینک 😁😂😮🔥,neu
instagram,دقیقا 😂😂😂😂👏,pos
instagram,ساییدی مارو جون مادرت مصدوم نشو دیگه,neg
instagram,احتمالا😂,neu
instagram,"بیت کوین یه بار دیگه ۹۰۰۰ رو رد کرد 😱💰
برای خرید و فروش ارز های دیجیتال و اطلاع از اخبار یه سر به پیج ما بزنید 💵🔥",neu
instagram,طلسم رایگان(هدیه)تضمینی,neu
instagram,رونالدو بیارن تا50سالگی بازی کنه بهتره,neu
instagram,مرگ بر فوتبال کثیف ایران باعث بانی لنگ کثیف لجن,neg
instagram,گرت بیل خیلی خوب بود و همیشه در خدمت تیم بوده و عملکردش هم درخشان بوده کلی فینال گل های حساس زده برای رئال🤔,neu
instagram,فقد طمع ورشداشته,neu
instagram,بکن لنگی💙,neu
instagram,#halamadrid,neu
instagram,فعلا که قهرمانی های متوالی ما ریده بتون,neu
instagram,👌,pos
instagram,جام اسنپيا را ميگى😂😂,neu
instagram,سوراخه,neu
instagram,نزديك سي سالشه ديگه الان بازده نده دو سال ديگه بدنش افت ميكنه,neu
instagram,من یه مادر خانه دار هستم که چند سال پیش ازدواج کردم. همسرم توی یه کارخونه خودروسازی کار میکرد و خودم هم مسئول کنترل کیفیت یکی از کارخونه های صنایع غذایی بودم. هر دوی ما سال پیش به خاطر تحریمها و تسویه کارخونه با بعضی از کارکنانش کارمون رو از دست دادیم و بیکار و ناامید نشستیم تو خونه. تازه بچه دار هم شدیم و خرج روی خرج اومد. اتفاقی توی اینستا به پیج پولیران برخوردم و پکیج هاشو چون خیلی ارزون بودند خریدم. باور کنید واسمون یه چیز مثل معجزه بود. هر دومون با روشهای کسب درآمدش کار کردیم و خرج زندگیمون رو دادیم و حتی بیشتر از زمانی که توی کارخونه کار میکردیم پول درآوردیم. شما هم امتحان کنید. مطمئن باشین جواب میگیرین👇👇👇,neu
instagram,کس ک,neg
instagram,👍👍,pos
instagram,سلام,neu
instagram,کسی هس,neu
instagram,آره ملت جلوی دفاتر پیشخوان برای کد بورسی صف بستند و همدیگرو هل میدن خیلی رعایت شده😔,neg
instagram,دنبال بلوزهای مجلسی سایز بزرگ و کار شده واسه خودتون یا مامانتون میگردید؟پیج تک پوشان کیش را فالو کنید  👈,neu
instagram,اگه هیچکسی قبول نداشته باشه مطمئنم بی بی سی قبول داره.,neu
instagram,والا اینجوری که این با دستش نشون داده .انگار داره میگه هنوز اول راهیم😂😂😂,neu
instagram,چرا اقایون همش میگن از پشت 🙈🙈🙈🙈🙈,neu
instagram,دروغ نگوووو حسن,neg
instagram,الکی😁,neg
instagram,اون سه درصد منو میگه دیروز ماسکمو بیشتر کشیدم بالا شیلدم زده بودم 😜🤣🤣,neu
instagram,مردم از ترس نداری رعایت کردن و مردم با فرهنگ مردم ایران آقای روحانی  مردم به خودت وصل نکن,neg
instagram,اون سه درصد چیه ؟ یا بگو ۸۵ درصد یا ۸۰ درصد این کونده بازیا چیه ۸۳ درصد,neu
instagram,حتما پروتکل ها مثل پروتکل های هواپیمایی ماهان که با هواپیما ویروس کرونا را اورد ایران,neg
instagram,با سلام خدمت تمامی ایرانیان حسنک ت کنون حرف راست هم زده ای شما که همه امکانات بریتان  فراهم است ملت چه خاکی بسر کند,neu
instagram,درمان موهاتون بامن♥️😍🌱,neu
instagram,ملت همیشه خوب بوددولت ونظام چنددرصدکارکردندوچنددرصداختلاص؟؟؟؟؟؟؟,neg
instagram,٨٣ درصد ،خيلي با حالي دقيق حساب كردي ٣٪؜ از قلم نيوفته كه مردم حتما آمار دقيق و بدونن🤣🤣😔,neu
instagram,اماکن تاریخی فرهنگی کی باز میشن؟,neu
instagram,اونا هم احتمالا چند روز قبل از روز جهانی قدس باز میشه,neu
instagram,از پونصد هزار درصد 🤣,pos
instagram,٨٣ درصد را دقيقاً چه جوري محاسبه كردي ؟؟؟ 🤔🤔🤔🤔🤔🤔🤔,neu
instagram,بعد روز قدس اگه آمار بالا نره خوبه,neu
instagram,#بسیجی_بی_غیرت_دشمن_خون_ملت #بسیجی_میمیرد_منطق_نمیپذیرد #بسیجی_سپاهی_داعش_انقلابی,neg
instagram,😕😨,neg
instagram,اون سه درصدش منو کشته حسن جان😂,neu
instagram,این مرد هرگز دروغ نگفته !,neu
instagram,دقیقا این رقم ۸۳٪  چجوری بدست آوردی ؟!,neu
instagram,ارواح ننه  دیوس گو بر روح پدر ومادرت,neg
instagram,سال آخرته هر گوهی نخوردی بخور😂😂,neu
instagram,دیونه نشین دوباره روزقدس بزنین بیرون اینا از الان برا اون وقت نقشه میکشن حالا اون یکی هم میا ضر بزنه,neg
instagram,😁daghighan,neu
instagram,کجا رعایت شده ما ندیدیمش 😂😂,neu
instagram,اون 3درصد رو دیگه از کجا آوردی,neu
instagram,😂😂😂😂,pos
instagram,جون پدرت,neg
instagram,ی پیشنهاد به کاریکاتوریست بدم تصویر بکشد مردم توهم توهم نشون بدهد بعد حسن بکشد از پشت شیشه دودی ماشین مردم با فاصله اجتماعی نشان بدهد و بعد بگه وضعیت سفیده😁,neu
instagram,كار خوبى ميكنى ؟ مردم رو ميخواى بكشى ؟ نميتونيم تو خونه عبادت كنيم حتما بايد برن مسحد تا همه بگيرن و بيمارى گسترش پيدا كنه ؟ خدايى تو دلت براى كسى هم ميسوره ؟ شعور و سواد دارى يا مدرك دكتريت رو خريدى ؟,neg
instagram,آنچنان شاشیده ای در مملکت،،،کس نشاشیده چنین مثل شما,neg
instagram,حسن چاخان💩,neg
instagram,واقعا وقتی درگیر فقر و نداری باشی هیچ چیز مهم نیست حتی کرونا😢,neg
instagram,ای بابا برا شما که کاری نداره یکباره سر راسش کن بگو صد درصد,neu
instagram,يك كلام ٩٠ حسن دروغ كليد,neu
instagram,😂😂😂😂😂😂,pos
instagram,تو که خواب بودی تو از کجا میدونی ؟,neu
instagram,جون مامانت مترسک دولت خودفروخته ترسو .بدون اجازه آب نمیخورن,neg
instagram,ناشنواست ..هِی میخوره هِی میخوره سیرمونی نداره😑,neu
instagram,بروباباشنيدم واسه امتحانهاي نهايي كنكور گفتي بچه هابرن!!😒من نميزارم پسرم بره خطرناكه ميفهمي😠,neu
instagram,اینم گایید مارو با این پروتکل  یه چیزی یاد گرفته,neg
instagram,جناب در #بیرجند درخت زرتشت زیاد می باشد.,neu
instagram,دروغ میگه ۸۱ درصد بوده,neg
instagram,💓,pos
instagram,always happy trump❤️❤️❤️❤️❤️,neu
instagram,😍 منم مثل ترامپ خوشحالم,pos
instagram,😛😛,pos
instagram,ولی چه مارمولکیه این کیم جونگ اون یهو از نظرها غایب میشه 😂,neu
instagram,تو قیافش یه چرا نمردیه خاصی موج میزنه😂,neu
instagram,جون گوا جایو کرونا کیم طاهر رو گایو 🤣🤣🤣🤣,neu
instagram,چیزیش نبود ک🧐,neu
instagram,این بستنی کیم بود نه اوون😁,neu
instagram,koppk lollpoklkkoooibozh,neu
instagram,😘😘😘,pos
instagram,شما تا حالا ساندیس دست بسیجیا دیدید🤔🤔🤔کی وکجا,neu
instagram,کتلتی عمو ترامپ ..,neu
instagram,😂,pos
instagram,اره جونه خودت از قيافت معلومه😂😂😂 ارزو مرگش داري تو واقعيت,neu
instagram,یعنی از این ترامپ لاشی تر هیچ جا پیدا نمیشه رو راست اعلام میکنه کره شمالی رو میزنم الان میگه خوشحالم😂,neu
instagram,هوا گرم شد کیم آب شد,neu
instagram,به بسیجی توهین نکن انگل,neg
instagram,کصزمیگه اونجاش سوخت,neg
instagram,𝕎𝕀𝕊ℍ 𝕃𝔸ℕ𝔻 flw me,neu
instagram,کیم واسه ترامپ. خیرو برکت بایدم خوشحال باشه اگه کیم نباشه چجوری به کره جنوبی ژاپن سنگاپور تایوان تایلند هنگ کنگ اونهمه سلاح بفروشه .از جمهوری اسلامی هم خوشش میاد هرچی یاقی تر پول بیشتر تیغ زدن همسا یه ها,neu
instagram,فقط میگی شو مامانشه😂,neu
instagram,رئیس جمهورشون بامزه و با نمکه,pos
instagram,یعنی وافعا حوشحاله به فیلم بازی میکنه,neu
instagram,حرام زاده مطلق...👍,neg
instagram,معلومه الکی خوشحاله 😂😂😂,neu
instagram,کیم آب شده بود 😂 بستنی مگه 😂,neu
instagram,کیی؟؟,neu
instagram,مثل سگ ازش میترسه,neg
instagram,این اگه خوشحاله دیگه خیلی رد داده,neu
instagram,guguli,neu
instagram,خیلی بی ادبی,neg
instagram,چرا فحش میدین  سیاست پدر و مادر نداره  مگه خودتون تو رابطه هاتون همیشه خوشحالین از دیدن کسی  اینم همینه فرقی نمیکنه فقط این جاه طلبه از خود راضیه,neg
instagram,ميدونستيد ماندالا هنر درمانيه؟ درمان افسردگي و كاهش استرس با نقاشي 🌸❤️🌸,neu
instagram,ایشون همچنین از سلامتی نسبی رهخر هم خوشحالند.چون با دیکتاتورها دستشون تو یه کاسه است و ملت دنیا هم همه سر کارن🥴🥴,neg
instagram,😂,pos
instagram,تو که راست میگی,neg
instagram,نقش جومونگو اينجا إيفا كرد رفته بود دنبال نمگ چوسان قديم نمك پيدا كود وچند متحد ديگر وبه گو گوريو برگشت زنده باد كيم خخخخخ,neu
instagram,ترامپ چند تو این عکس چقدرشبیه عن افتاده😂😂😂😂,neu
instagram,Ishala mimord💩,neg
instagram,تو ب این میگی با نمک😂😂,neu
instagram,دیوانه چو دیوانه ببیند ،خوشش اید!!!!,neu
instagram,👏👏,neu
instagram,😂😂😂,pos
instagram,سلام با اجازه ادمین 🙏✋دوستان از پیج ما دیدن کنید عالیییییه🌹🍀,neu
instagram,برای چی به مرگ کسي راضی میشی,neg
instagram,سگ,neg
instagram,ترامپ هم کصخل شد رفت,neg
instagram,🤣🤣🤣🤣,pos
instagram,💓🎁بالبینگ؛ انتخاب خاص پسندان🎁💓,neu
instagram,بخدا خیلی وقت نمیگیره فقط چندثانیع,neu
instagram,فاقد صلاحیت,neg
instagram,به لطف شبهای عزیز رمضان خدا کیم رو دوباره ب ما داد,neu
instagram,اینها همشون با هم داد وستد دارن  همش الکیه دشمنیاشون وجنگشون امتیاز میدن به هم وسر مردم بیچارشون کلاه میزارن,neu
instagram,دروغ میگه😁😁,neg
instagram,آره تو که راست میگی,neg
instagram,ارواح عمه جونش,neu
instagram,فوش ننه ی ماخا,neg
instagram,رفیق های همن دیگه,neu
instagram,از اینکه ترامپ حوشحاله منم خوشحالم 😊,pos
instagram,تو راست میگی,pos
instagram,حاکم بزرگ,neu
instagram,اون مثه داداشم بود,neu
instagram,از چشماش مشخصه 😆,neu
instagram,بجان خودم دروغ ه ..میخواد سر به تن اون نباشه🌷🌷🌷😂😂😂😂,neu
instagram,تو این عکس خیلی خوب مشخص شده این مردک قماربازه,neg
instagram,دروغ میگه این ترامپ بیشرف همه حرفاش صحنه سازی ومکره....همین مردم کره شمالی بیست ساله تحریم دولت امریکاهستن وبااومدن ترامپ شدیدترهم شد.....,neg
instagram,لبخند ژوکوند 😂😂😂,neu
instagram,Idk.. what should I say...,neu
instagram,👑👑💎🌸,neu
instagram,اره الکی میگه خوشحاله😂,neu
instagram,افرین👌,pos
instagram,😁😁😁😁😂😂😂😂 خیلی خوب بود 😂😂😂😍,pos
instagram,دیونه خوبی هستی😂,neu
instagram,😂😂🔥,pos
instagram,چشم‌چشم ،,neu
instagram,😂😂😂😂,pos
instagram,😁😁😁 بابووووو 😂😂😂,neu
instagram,چقدر مهم  حالا چه فایده ای داشت تحریم ها رو کم کرد خدا هر دو را شفا بده کیا رئیس جمهور شدن😂😂😂😂,neu
instagram,🔴,neu
instagram,👍👍👍👌,pos
instagram,این کفتار چقدر دون دون شده!!,neg
instagram,#فالوکن,neu
instagram,بله,neu
instagram,😂😂,pos
instagram,خوش بحال امریکای ها با این رئیس جمهور شون کاش احمدی نژاد بود انوقت ببینم ترامپ یادی از کیم میکرد ؟میسپردیم به حاج محمود هرشب خواب محمود رو میدید.,neu
instagram,خوش بحال امریکای ها با این رئیس جمهور شون کاش احمدی نژاد بود انوقت ببینم ترامپ یادی از کیم میکرد ؟میسپردیم به حاج محمود هرشب خواب محمود رو میدید.,neu
instagram,خوب کە چی، همین شایعات رو پخش میکنین کە دونالد ترامپ رواز نظر مردم ديوونه و بی ارزش نشون بدین,neu
instagram,جوکهای 🔞😂😂😂😂👉,neu
instagram,😂😂😂😂😂😂,pos
instagram,بر پدر سگ دروغگو لعنت,neg
instagram,🤣🤣🤣🤣,pos
instagram,خخخخخ بایدم خوشحال باشه عشقولکش زنده س😁😁😁😁😁,neu
instagram,نیروی کار جهت اشتغال در کانادا فوری نیازمندیم❤❤🌺🌺🌺💦💦,neu
instagram,😂😂😂😂😂😂😂😂😂,pos
instagram,یعنی مادرجنده تر از بی بی سی تو دنیا وجود نداره ... تمام دنیا رو شما میندازین به جون هم که این همداز سیاست دیرینه انگلیس هست...,neg
instagram,مرتيکه رواني,neg
instagram,حالا ترامپ عاشق چی اون چاق شده بس لاغر دیده خسته شده پس معلوم شد لاغری هم اینقدر که میگن خوب نیست😂😂😂😂دوتا دیوونه چه عشقی به هم میدن😃😃💘💕💌,neu
instagram,حریف قدرش خوبه...حتی  اگه ضعیفه باشه,neu
instagram,اگه مشکل ترک پوستی یاجوش دارین پیشنهاد میکنم حتما به پیج من سربزنید😍🥰😇🌺,neu
instagram,Hamashun bisharafan,neg
