timestamp,content,sentiment
"May 3, 2020 @ 13:43:11.868","خبر خوب چیه حاجی گندش میکنین چرا مگه وقتی بود و تو اوجم بود و مصدومیتی هم نداشت و تازه از چلسی اومده بود مگه چه پخی بود حالا بااین اوضاع شخمی برگرده چیکار کنه؟ذغال مادرررررید باتلاق بازیکنان بااستعداد تمام👍",unk
"May 3, 2020 @ 13:36:09.036","♥️♥️",unk
"May 3, 2020 @ 13:36:08.981","هک‌‌تللگررام هزینه بعد از انجام کار",unk
"May 3, 2020 @ 13:36:08.925","👌👌",unk
"May 3, 2020 @ 13:36:08.869","هک‌تلگرام استوری",unk
"May 3, 2020 @ 13:36:08.815","من یه مادر خانه دار هستم که چند سال پیش ازدواج کردم. همسرم توی یه کارخونه خودروسازی کار میکرد و خودم هم مسئول کنترل کیفیت یکی از کارخونه های صنایع غذایی بودم. هر دوی ما سال پیش به خاطر تحریمها و تسویه کارخونه با بعضی از کارکنانش کارمون رو از دست دادیم و بیکار و ناامید نشستیم تو خونه. تازه بچه دار هم شدیم و خرج روی خرج اومد. اتفاقی توی اینستا به پیج پولیران برخوردم و پکیج هاشو چون خیلی ارزون بودند خریدم. باور کنید واسمون یه چیز مثل معجزه بود. هر دومون با روشهای کسب درآمدش کار کردیم و خرج زندگیمون رو دادیم و حتی بیشتر از زمانی که توی کارخونه کار میکردیم پول درآوردیم. شما هم امتحان کنید. مطمئن باشین جواب میگیرین👇👇👇",neu
"May 3, 2020 @ 13:36:08.760","👌🏻",unk
"May 3, 2020 @ 13:36:08.704","Alaki 😂",unk
"May 3, 2020 @ 13:36:08.649","اون سه درصد چی بود؟",unk
"May 3, 2020 @ 13:36:08.593","کس ک",neg
"May 3, 2020 @ 13:36:08.537","👍👍",pos
"May 3, 2020 @ 13:36:08.482","اینم مث ترامپ دکتر شده😂",unk
"May 3, 2020 @ 13:36:08.427","😂",unk
"May 3, 2020 @ 13:36:08.371","برسونیدش به ۸۵ خیرشو ببینید😂",unk
"May 3, 2020 @ 13:36:08.317","💟",unk
"May 3, 2020 @ 13:36:08.261","💋💖😍لاکچری پیج عروسی و تولد😍💖💋
فالو کنید و طرح لاکچری ببینید👈",unk
"May 3, 2020 @ 13:36:08.206","خدایی راست میگه ۸۵ درصدم گرون شده",unk
"May 3, 2020 @ 13:36:08.139","😃",unk
"May 3, 2020 @ 13:36:08.073","اموزش رایگان زبان ترکیه ای گذاشتم حتما به پیج سر بزنین مطمئنم پشیمون نمیشین",unk
"May 3, 2020 @ 13:36:08.007","🤔🤔🤔🤔🤔🤔",unk
"May 3, 2020 @ 13:36:07.939","مى دونى چرا اپل آيديت كار نمى كنه؟
اپل آيديت كارتى بوده،كارتش رو گم كردى يا اطلاعات روى كارت غلطه؟
اپل آيديت شخصيه،رمزش رو فراموش كردى؟
 جواب سوال هاى امنيتى رو ندارى؟
هر جا رفتى قيمت بالايى براى انلاك كردن بهت دادن؟
اينجا خيلى راحت بهتون كمك مى كنيم",unk
"May 3, 2020 @ 13:36:07.874","سلام",neu
"May 3, 2020 @ 13:36:07.808","کسی هس",neu
"May 3, 2020 @ 13:36:07.741","مترسک جمهوری اسلامی",unk
"May 3, 2020 @ 13:36:07.674","خدایاااا😂",unk
"May 3, 2020 @ 13:36:07.608","الحمدالله😂😂😂",unk
"May 3, 2020 @ 13:36:07.542","یکی نیس بهش بگه کم گو بخور😂",unk
"May 3, 2020 @ 13:36:07.475","جون عمت",unk
"May 3, 2020 @ 13:36:07.409","تو اگه حرف نزنی ما نمیگیم چرا رییس جمهور نداریم..حرف نزن سنگین باش😐👎",unk
"May 3, 2020 @ 13:36:07.350","همه حق دارن به علایق خودشون برسن🌹",unk
"May 3, 2020 @ 13:36:06.745","آیا دوست دارید از کشور افغانستان بشنوید؟ از تمام اتفاقاتش، از مردمش، از فرهنگش و از مشکلاتش؟ من از طریق عکسهایم برای شما قصه میکنم.",unk
"May 3, 2020 @ 13:36:06.678","تا روز قدس ایجوره بعد یه دفعه شرایط تغییرمیکنه👌😂",unk
"May 3, 2020 @ 13:36:06.612","حسن جون پرتوکل رعایت کن کی بودی تو 😄",unk
"May 3, 2020 @ 13:36:06.546","ریدم دهنت روحانی جان💩",unk
"May 3, 2020 @ 13:36:06.460","آره ملت جلوی دفاتر پیشخوان برای کد بورسی صف بستند و همدیگرو هل میدن خیلی رعایت شده😔",neg
"May 3, 2020 @ 13:36:06.368","دنبال بلوزهای مجلسی سایز بزرگ و کار شده واسه خودتون یا مامانتون میگردید؟پیج تک پوشان کیش را فالو کنید  👈",neu
"May 3, 2020 @ 13:36:06.313","⠀⡼
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣾⠈
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣸⡟
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣸⣿⠸⠀⣴⡀⣰⣦
⠀⠀⠀⠀⠀⣠⠾⢿⣿⣿⣦⣄⠀⠀⣾⣿⠈⣾⣿⡿⣿⡿
⠀⠀⠀⠀⠀⠀⠀⠀⣠⣽⡿⠋⠀⣾⣿⡟⠀⠙⠟⠈⠙⠈
⠀⠀⠀⠀⠀⠀⣀⣴⠟⠋⠈⠀⡼⣿⣿⢸⠀⠀⢀
⠀⠀⠀⠀⣠⣾⠟⠈⠀⠀⠀⠀⢿⣿⣿⣧⢀⣠⢸
⠀⠀⠀⣰⡿⠈⠀⠀⣠⢀⠀⠀⢱⣿⣿⣿⣿⡿⠈
⠀⠀⣰⡿⠈⠀⠀⣰⣿⣷⠀⠀⠀⠙⢿⣿⡿⠈
⠀⣰⣿⠈⠀⠀⠀⢿⣿⠏
⣸⣿⣿⠀⠀⠀⠀⠀⠈⠀⠀⠀⠀⠀⠀⣠⠸
⣿⣿⣿⣆⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⡾⠋
⢿⣿⣿⣿⣷⣤⣀⣀⣀⣀⣠⣴⣾⠏⠈
⠀⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠟⠈
⠀⠀⠙⠻⠿⣿⣿⠿⠟⠋⠈
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣠
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣿⢀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⣼⣿⣷
⠀⠀⠀⠀⠀⠀⠀⠀⣠⣿⣿⣿⡆
⠀⠀⠀⠀⠀⠀⠀⠀⣾⣿⣿⣿⣿
⢶⣶⣶⣶⣶⣶⣶⣾⣿⣿⣿⣿⣿⣷⣶⣶⣶⣶⣶⣶⡶⠐
⠀⠙⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠉
⠀⠀⠀⠉⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠟⠁
⠀⠀⠀⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⠁
⠀⠀⠀⠀⠀⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸
⠀⠀⠀⠀⠀⣿⣿⣿⣿⠟⠉⠻⢿⣿⣿⣿
⠀⠀⠀⠀⣰⣿⡿⠋⠀⠀⠀⠀⠀⠙⢿⣿⢸
⠀⠀⠀⠀⠟⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⠙⠁
⠀
⠀⣴⣶⣶⠀⣀⣴⣶⣄⠀⠀⣿⣿⣿⣿⣷⢀⠀⣠⣶⣤
⢺⣿⣿⣿⠀⣿⣿⣿⣿⣇⠀⣿⣿⣿⣿⣿⢸⣾⣿⣿⣿⣷
⠀⠋⣿⣿⠀⣿⣇⣀⣿⣿⠀⠀⠀⠀⣿⣿⠀⣿⡿⠉⢿⣿⢸
⠀⠀⣿⣿⠀⢿⣿⣿⣿⣿⠀⠀⠀⣾⣿⡏⠀⣿⢸⠀⠀⣿⢸
⠀⠀⣿⣿⠀⣄⢀⣠⣿⣿⠀⠀⣠⣿⣿⠁⠀⣿⣷⠀⣼⣿⢸
⠀⠀⣿⣿⠀⣿⣿⣿⣿⠋⠀⣠⣿⣿⠋⠀⠀⠙⢿⣿⣿⡿
⠀⠀⠛⠛⠀⠉⠛⠋
⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣠
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣿⢀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⣼⣿⣷
⠀⠀⠀⠀⠀⠀⠀⠀⣠⣿⣿⣿⡆
⠀⠀⠀⠀⠀⠀⠀⠀⣾⣿⣿⣿⣿
⢶⣶⣶⣶⣶⣶⣶⣾⣿⣿⣿⣿⣿⣷⣶⣶⣶⣶⣶⣶⡶⠐
⠀⠙⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠉
⠀⠀⠀⠉⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠟⠁
⠀⠀⠀⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⠁
⠀⠀⠀⠀⠀⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸
⠀⠀⠀⠀⠀⣿⣿⣿⣿⠟⠉⠻⢿⣿⣿⣿
⠀⠀⠀⠀⣰⣿⡿⠋⠀⠀⠀⠀⠀⠙⢿⣿⢸
⠀⠀⠀⠀⠟⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⠙⠁
⠀
⠀⣴⣶⣶⠀⣀⣴⣶⣄⠀⠀⣀⣴⣶⣄⠀⠀⠀⣠⣶⣤
⢺⣿⣿⣿⠀⣿⣿⣿⣿⣇⠀⣿⣿⣿⣿⣇⠀⣾⣿⣿⣿⣷
⠀⠋⣿⣿⠀⣿⣇⣀⣿⣿⠀⣿⣇⣀⣿⣿⠀⣿⡿⠉⢿⣿⢸
⠀⠀⣿⣿⠀⢿⣿⣿⣿⣿⠀⢿⣿⣿⣿⣿⠀⣿⢸⠀⠀⣿⢸
⠀⠀⣿⣿⠀⣄⢀⣠⣿⣿⠀⣄⢀⣠⣿⣿⠀⣿⣷⠀⣼⣿⢸
⠀⠀⣿⣿",unk
"May 3, 2020 @ 13:36:06.269","اگه هیچکسی قبول نداشته باشه مطمئنم بی بی سی قبول داره.",neu
"May 3, 2020 @ 13:36:06.224","جهاد بالات فرض شده",unk
"May 3, 2020 @ 13:36:06.180","سنگک شده ۹۲۰ تومن؟
هزاری دادم گفت بقیه‌شو چنتا سنگ بردار😕😕😂",unk
"May 3, 2020 @ 13:36:06.136","والا اینجوری که این با دستش نشون داده .انگار داره میگه هنوز اول راهیم😂😂😂",neu
"May 3, 2020 @ 13:36:06.092","😐",unk
"May 3, 2020 @ 13:36:06.047","چرا اقایون همش میگن از پشت 🙈🙈🙈🙈🙈",neu
"May 3, 2020 @ 13:36:06.002","#نه_به_سیگار_پاکتی  با ما همراه شوید ♥️♥️",unk
"May 3, 2020 @ 13:36:05.958","از فردا دهن ملت سرویس میشه😐😶",unk
"May 3, 2020 @ 13:36:05.914","دروغ نگوووو حسن",neg
"May 3, 2020 @ 13:36:05.870","🤔🤔🤔",unk
"May 3, 2020 @ 13:36:05.825","مساجد نمیخواییم خدا همه جا با ماست خواهشا دوباره کرونا رو شیوع ندید",unk
"May 3, 2020 @ 13:36:05.781","چقدر دقیق ۸۳ !! 😳😳😳",unk
"May 3, 2020 @ 13:36:05.737","الکی😁",neg
"May 3, 2020 @ 13:36:05.692","♥️♥️",unk
"May 3, 2020 @ 13:36:05.649",Mireeeeeeeeeee,unk
"May 3, 2020 @ 13:36:05.604","عقب یا جلو",unk
"May 3, 2020 @ 13:36:05.560","😳😳",unk
"May 3, 2020 @ 13:36:05.505","Haramsara ha baz mishan😉",unk
"May 3, 2020 @ 13:36:05.449","برا اینکه ابجیتم  از پشت دوست داشت",unk
"May 3, 2020 @ 13:36:05.394","خفه بابا ،،،،دروغگو",unk
"May 3, 2020 @ 13:36:05.339",,unk
"May 3, 2020 @ 13:36:05.283","اون سه درصد منو میگه دیروز ماسکمو بیشتر کشیدم بالا شیلدم زده بودم 😜🤣🤣",neu
"May 3, 2020 @ 13:36:05.217","محتویات مغز روحانی💩💩",unk
"May 3, 2020 @ 13:36:05.151","الکی میگه",unk
"May 3, 2020 @ 13:36:05.084","كلا عادت داري بگي همه چي خوبه",unk
"May 3, 2020 @ 13:36:05.018","گرمی خوردم خیلی 🔥🔥",unk
"May 3, 2020 @ 13:36:04.951","از پشت",unk
"May 3, 2020 @ 13:36:04.885","چقدر دقیق 🤣🤣🤣",unk
"May 3, 2020 @ 13:36:04.818","ای بابا حالا مساجد باز نمیشد هم اتفاقی نمیوفتادا",unk
"May 3, 2020 @ 13:36:04.752","😲😳",unk
"May 3, 2020 @ 13:36:04.686","مردم از ترس نداری رعایت کردن و مردم با فرهنگ مردم ایران آقای روحانی  مردم به خودت وصل نکن",neg
"May 3, 2020 @ 13:36:04.619","سر خوش ها آقای روحانی",unk
"May 3, 2020 @ 13:36:04.553","البته اگر بخوايم دقيقش رو بگيم ٨٢/٣٧٥٨٢٦٤٩٥٧٢٦٤ درصد هست.. 😑😄",unk
"May 3, 2020 @ 13:36:04.487","😍😍",unk
"May 3, 2020 @ 13:36:04.420","اون سه درصد چیه ؟ یا بگو ۸۵ درصد یا ۸۰ درصد این کونده بازیا چیه ۸۳ درصد",neu
"May 3, 2020 @ 13:36:04.353","حتما پروتکل ها مثل پروتکل های هواپیمایی ماهان که با هواپیما ویروس کرونا را اورد ایران",neg
"May 3, 2020 @ 13:36:04.287","تف به آخوند پوفیوز دروغ گو و دزد بی ناموس",unk
"May 3, 2020 @ 13:36:04.187","مساجد باز کنی تو سرمن بزنی...جریانت چیه؟",unk
"May 3, 2020 @ 13:36:04.120","آخه تو میدونی پروتکل چیه اصلاً
 آشغال بی وجود",unk
"May 3, 2020 @ 13:36:04.055","انگار درد مردم خرج مردم کار مردم با باز شدنه مساجد درست میشه که این فکره باز شدنه مساجده",unk
"May 3, 2020 @ 13:36:03.988","سردی ام روش بخور.",unk
"May 3, 2020 @ 13:36:03.930","با سلام خدمت تمامی ایرانیان حسنک ت کنون حرف راست هم زده ای شما که همه امکانات بریتان  فراهم است ملت چه خاکی بسر کند",neu
"May 3, 2020 @ 13:36:03.269","درمان موهاتون بامن♥️😍🌱",neu
"May 3, 2020 @ 13:36:03.202","ملت همیشه خوب بوددولت ونظام چنددرصدکارکردندوچنددرصداختلاص؟؟؟؟؟؟؟",neg
"May 3, 2020 @ 13:36:03.136","ای بیخود کردی تو 😂",unk
"May 3, 2020 @ 13:36:03.069","کلیدشو لیار",unk
"May 3, 2020 @ 13:36:03.003","میره ک ایطو باشه",unk
"May 3, 2020 @ 13:36:02.937","دهنت سرویس - چجوری به ۸۳ درصد رسیدی ؟ انقدر دقیق آخه؟",unk
"May 3, 2020 @ 13:36:02.870","٨٣ درصد ،خيلي با حالي دقيق حساب كردي ٣٪؜ از قلم نيوفته كه مردم حتما آمار دقيق و بدونن🤣🤣😔",neu
"May 3, 2020 @ 13:36:02.804","پس رستوران ها کی میخواد بازشه؟؟آقای روحانی؟؟ما پنج نفر هستیم ماهی یه میلیون کرایه خونه میدیم خودم آشپز هستم دو ماهه بیکارم ....از کجا باید بیارم خرج خانوادمو بدم؟؟؟",unk
"May 3, 2020 @ 13:36:02.737","خخخخخ راهپیمایی نزدیکه",unk
"May 3, 2020 @ 13:36:02.671","اره تو بميري لاشخور",unk
"May 3, 2020 @ 13:36:02.605","👏🏻👏🏻👏🏻👏🏻",unk
"May 3, 2020 @ 13:36:02.538","اماکن تاریخی فرهنگی کی باز میشن؟",neu
"May 3, 2020 @ 13:36:02.472","😂😂😂",unk
"May 3, 2020 @ 13:36:02.405","کی اگه اینجا بود میرید تو دهن روحانی؟؟ مه لقا خانم",unk
"May 3, 2020 @ 13:36:02.339","خخخ",unk
"May 3, 2020 @ 13:36:02.272","اون سه درصدهمون کمپین خانمهایی که ماسک راانداختندوتوصورت ملت هاکشیدندومیگه",unk
"May 3, 2020 @ 13:36:02.206","اونا هم احتمالا چند روز قبل از روز جهانی قدس باز میشه",neu
"May 3, 2020 @ 13:36:02.139","💰ماهیانه هزار دلار درآمد داشته باشید💰
وارد پیج ما شوید آموزش رایگان گذاشتیم براتون
.",unk
"May 3, 2020 @ 13:36:02.073","تبریک به ایران تبریک به ایرانی تبریک به دولت مردان که در مساله کرونا از خیلی از مدعیان همیشگی در جهان خیلی بهتر خوش درخشیدن همیشه بر بلندای قله ها بدرخشی ایران",unk
"May 3, 2020 @ 13:36:02.006","دروووووغه.... خوزستان فاجعه شده",unk
"May 3, 2020 @ 13:36:01.940","از پونصد هزار درصد 🤣",pos
"May 3, 2020 @ 13:36:01.873",,unk
"May 3, 2020 @ 13:36:01.807","از دورغ گفتن خسته نشدی روباه بنفش",unk
"May 3, 2020 @ 13:36:01.741","دلم لک زده واسه نماز جمعه😟😟",unk
"May 3, 2020 @ 13:36:01.674","کرونا در ایران رو به نابودی 👏👏👏🇮🇷",unk
"May 3, 2020 @ 13:36:01.608","گوه خوردی",unk
"May 3, 2020 @ 13:36:01.564","😔😔😔😔😔😔😔😔",unk
"May 3, 2020 @ 13:36:01.519","تا روز قدس میشه ۱۰۰درصد لابد😄😄",unk
"May 3, 2020 @ 13:36:01.475","اینا این درصد ها رو از کجا استخراج میکنند خوب کثافت دروغگو بگو آغا دستور داده دکانها رو باز کنید مسجد و این امامزاده های قلابی منبع در آمد شما و افسار حماقت عده ای منگل است",unk
"May 3, 2020 @ 13:36:01.431","منم به همچنين رئيس جمهوري ميگم گوه زيادي ميخوري بيشرف حرومزاده دروغگو",unk
"May 3, 2020 @ 13:36:01.387","❤️❤️❤️فال قهوه آنلاین همراه با تخفیف فوق‌العاده به پیچ ما سر بزنید ارزان ترین قیمت کامل و جزئیات دقیق ❤️❤️❤️❤️",unk
"May 3, 2020 @ 13:36:01.343","😐😐😐",unk
"May 3, 2020 @ 13:36:01.298","بازم این کفتار امد",unk
"May 3, 2020 @ 13:36:01.254","کلک زود سوتی رو درست کردی؟",unk
"May 3, 2020 @ 13:36:01.209","٨٣ درصد را دقيقاً چه جوري محاسبه كردي ؟؟؟ 🤔🤔🤔🤔🤔🤔🤔",neu
"May 3, 2020 @ 13:36:01.165","ای تو گو خوردی کوسکشه سوسمار.مادر ملتو گاییدی و فقط آمار مثبت میگی، از خورد و خوراک گرفنه تا کرونا، هروقت میبینمش عصبی میشم.خارکونی",unk
"May 3, 2020 @ 13:36:01.121","باز کن خیلی خوبه جمعیت احمق کم میشه ولی ب شرط اینکه درو ب رویشان ببندی😲",unk
"May 3, 2020 @ 13:36:01.077","مساجد چرا باز شه باز خشکسالی میاد",unk
"May 3, 2020 @ 13:36:01.032","اونایی که ترک پوستی دارن پیجمو ببینند 🏵🏵🏵🏵🏵🏵",unk
"May 3, 2020 @ 13:36:00.988","مردم ناراحت نشوید این حسن پینوکیو است .",unk
"May 3, 2020 @ 13:36:00.944","باز حرف مفت زد",unk
"May 3, 2020 @ 13:36:00.900","من نميدونم چرا كشوري كه ما توش زندگي ميكنيم با كشوري كه اينا ازش حرف ميزنن اينقدر فرق داره😑😑😑",unk
"May 3, 2020 @ 13:36:00.855","چقدردقیق درصدمیگیرن",unk
"May 3, 2020 @ 13:36:00.811","ولي اين هنوز كثيف مونده",unk
"May 3, 2020 @ 13:36:00.769","این درصد ها را از کجا ست مگه جنابعالی بین مردم هستی که بفهمی 😂",unk
"May 3, 2020 @ 13:36:00.080","فقط همین یه دروغ کم بود اینم گقتی 😐",unk
"May 3, 2020 @ 13:36:00.025","یک تومن پول به مردم دادین اونم تو صف سیم کارت تازه به هر خانوار بعد از یارانه کم کنید . ادارات دولتی رد تعطیل نکردین . اتوبوس و مترو که باز . مردم تو هم میلولن . بعد اسکل خر چطور ادعا میکنی امارت اومده پایین. الدنگهای جانی فقط دنبال آمار سازی هستین .",unk
"May 3, 2020 @ 13:35:59.970","ایشالاااا این مسجدا باز بشه همشون برن پیش هم واسن نماز بخونن. منکه از خداااامه",unk
"May 3, 2020 @ 13:35:59.914","😅",unk
"May 3, 2020 @ 13:35:59.859","چقدم دقیق حساب کردن🤣 اون سه درصد شامل چی می شده",unk
"May 3, 2020 @ 13:35:59.803","گوه میخوره فقط روحانی نخوایم این زربزنه کی باید دید",unk
"May 3, 2020 @ 13:35:59.748","😂😂😂",unk
"May 3, 2020 @ 13:35:59.682","همگی بگا رفتیم",unk
"May 3, 2020 @ 13:35:59.615","توکه اصلا فرق ان وگوشت کوبیده رو نمی فهمی خفه شو",unk
"May 3, 2020 @ 13:35:59.549","بعد روز قدس اگه آمار بالا نره خوبه",neu
"May 3, 2020 @ 13:35:59.450","😑🙄🤔😐🙄🤔😐",unk
"May 3, 2020 @ 13:35:59.383","پراید ۷۰ ملیوننننن ولدزنا ها دیگه پهن بخورن کارگرا نمیتونن پراید ۲۰ کیلو حلبی  ام بخرن مادرجنده هااا ملت به خونتون تشننننن",unk
"May 3, 2020 @ 13:35:59.316",,unk
"May 3, 2020 @ 13:35:59.250","حسن هر کار میکنی بکن فقط مسجد هارو باززز نکن",unk
"May 3, 2020 @ 13:35:59.184","از دقیق بودنش معلومه دروغه ۸۳ درصد ۹۲ درصد",unk
"May 3, 2020 @ 13:35:59.117",,unk
"May 3, 2020 @ 13:35:59.040",,unk
"May 3, 2020 @ 13:35:58.974",,unk
"May 3, 2020 @ 13:35:58.907","مساجدو نمازجمعه خطرناکتره یا سینما و تیاتر",unk
"May 3, 2020 @ 13:35:58.841",,unk
"May 3, 2020 @ 13:35:58.774","الکی پس الان همه چی اوکی شده لطفاً کارت ملی منو بدید برم کار دارم😂",unk
"May 3, 2020 @ 13:35:58.707","به غیر ایران خبر دیگر نداری...",unk
"May 3, 2020 @ 13:35:58.640","من فالو شم لطفا دوسيا😘😘😘😘❤️❤️❤️❤️",unk
"May 3, 2020 @ 13:35:58.574","پس چرا نتیجه ی معکوس گرفتیم😂",unk
"May 3, 2020 @ 13:35:58.508","🙏🌹🌹🌹🌹🌹",unk
"May 3, 2020 @ 13:35:58.442","#بسیجی_بی_غیرت_دشمن_خون_ملت #بسیجی_میمیرد_منطق_نمیپذیرد #بسیجی_سپاهی_داعش_انقلابی",neg
"May 3, 2020 @ 13:35:58.375","تا روز قدس تمام شهرها وضعیت سفید اعلام میشه😂😂😂 روباههای مکار🦊🦊🦊🦊",unk
"May 3, 2020 @ 13:35:58.309","😕😨",neg
"May 3, 2020 @ 13:35:58.243","اون سه درصد هم بخاطر این میگه که یعنی ما کارمون خیلی دقیقه.",unk
"May 3, 2020 @ 13:35:58.177",Ghohkhordi,unk
"May 3, 2020 @ 13:35:58.110","اون سه درصدش منو کشته حسن جان😂",neu
"May 3, 2020 @ 13:35:58.044","گوه خوردی گفتی",unk
"May 3, 2020 @ 13:35:57.977","ینی یجوری این رقم ها رو میگی که مردم‌فک‌کنن دقیق و حساب شده میری جلو😂 یه قرمساغی هستی که خدا میدونه😂",unk
"May 3, 2020 @ 13:35:57.911","تو صددرصد غلط کردی",unk
"May 3, 2020 @ 13:35:57.844","این مرد هرگز دروغ نگفته !",neu
"May 3, 2020 @ 13:35:57.778","چیزی که عیان است چه حاجت به بیان هست خانه خدا  کعبه با این عظمتش قرنطینه است شما مساجد را باز کنین😩😩😩😩",unk
"May 3, 2020 @ 13:35:57.712","تو اگه میگفتی ۱۰۰٪ تنو بدن ما میلرزید حالا که میکی  ۸۳٪ معلومه چه افتضاحیه",unk
"May 3, 2020 @ 13:35:57.645","دقیقا این رقم ۸۳٪  چجوری بدست آوردی ؟!",neu
"May 3, 2020 @ 13:35:57.578","بابا پروتکل ریدی تو مملکتا خودمونیم 😂😂😂",unk
"May 3, 2020 @ 13:35:57.512","روحانی:آنچنان رونق اقتصادی ایجااااااااااد کنم که ...",unk
"May 3, 2020 @ 13:35:57.446","چون پشت تنگه خیلی حال میده",unk
"May 3, 2020 @ 13:35:57.379","💩💩💩💩💩",unk
"May 3, 2020 @ 13:35:57.313","گو نخور سیب بخور",unk
"May 3, 2020 @ 13:35:57.247","یا خودش خره یا مردمو خر فرض کرده مرتیکه کسکش",unk
"May 3, 2020 @ 13:35:57.180","همه دنیا عنن فقط ما خوبیم",unk
"May 3, 2020 @ 13:35:57.114","بیا اینم بخور",unk
"May 3, 2020 @ 13:35:57.047","🤣🤣🤣🤣🤣",unk
"May 3, 2020 @ 13:35:56.993","درسته ولی من میگم توخیلی خیلی خوبی دردت بخوره سره حسنی",unk
"May 3, 2020 @ 13:35:56.239","عاشق اون ۳ درصد هستم د...ث!!!",unk
"May 3, 2020 @ 13:35:56.183","ملت دکترابه من میگن بایدبری آلمان عمل کنی بعددکتری که نامه دادندبرم پیشش ایرانیه ببین چی به سرمااومد",unk
"May 3, 2020 @ 13:35:56.128","انتظار دارید از حسن چی بشنوید،یا ملت همیشه در صحنه اصلا چرا باید منتظر چیزی جز این باشند",unk
"May 3, 2020 @ 13:35:56.084","عقب",unk
"May 3, 2020 @ 13:35:56.040","👏👏👏",unk
"May 3, 2020 @ 13:35:55.995","😂😂😂",unk
"May 3, 2020 @ 13:35:55.951","فالوکنید",unk
"May 3, 2020 @ 13:35:55.906","ببند اون دهن گالتو",unk
"May 3, 2020 @ 13:35:55.862","ارواح ننه  دیوس گو بر روح پدر ومادرت",neg
"May 3, 2020 @ 13:35:55.817","سال آخرته هر گوهی نخوردی بخور😂😂",neu
"May 3, 2020 @ 13:35:55.774","يه خورده آرومتر پيش برين هنوز تا روز قدس بيست روز مونده ميترسم تا اونموقع آمارتون از صد و پنجاه درصد هم رد كنه",unk
"May 3, 2020 @ 13:35:55.730","حسن چاخان 👌",unk
"May 3, 2020 @ 13:35:55.686","اون 3%😊",unk
"May 3, 2020 @ 13:35:55.641","😐هلاک اون آمارم فقط",unk
"May 3, 2020 @ 13:35:55.597","پروتل ها تو. ....بيشرف",unk
"May 3, 2020 @ 13:35:55.552","من هرروز بهش میگم ولی حرومزاده انگار نمیشنوه ☺",unk
"May 3, 2020 @ 13:35:55.508","حدا را شکر مساجد باز  شدند",unk
"May 3, 2020 @ 13:35:55.464","فالو کنید برم😘",unk
"May 3, 2020 @ 13:35:55.419","خسته نباشید خداپشت پناهتون باشه  خدا شعور تشکر از شماوکادر درمان رو به بعضیها که ندارن بده",unk
"May 3, 2020 @ 13:35:55.375","ايشالا😂",unk
"May 3, 2020 @ 13:35:55.319","فالو‌کنید برم😘",unk
"May 3, 2020 @ 13:35:55.264","چقد دقيقاً اينا (دقيقاً ٨٣درصد)😂",unk
"May 3, 2020 @ 13:35:55.209","یا خدا ! ،  این آمار و ارقام و درصد گفتن این پوف یوزا چقدر دقیقه ...!!!😱😳",unk
"May 3, 2020 @ 13:35:55.153","تو هم که راست میگی",unk
"May 3, 2020 @ 13:35:55.099","حسنی نگو بلا بگو",unk
"May 3, 2020 @ 13:35:55.043","باور كنيد امسال كسي درس ياد نگرفت تو اينترنت هم نميشه درس ياد گرفت اونا رم بعد ماه رمضان باز كنيد اين چند هفته هم درس بخونن  تموم شه بره واسه ٦ خرداد باز كنيد",unk
"May 3, 2020 @ 13:35:54.988","😍",unk
"May 3, 2020 @ 13:35:54.932","83 درصد",unk
"May 3, 2020 @ 13:35:54.878","😄😄😄🖕🖕🖕🖕",unk
"May 3, 2020 @ 13:35:54.811","داریم به روزای رحلت امام راحل نزدیک میشیم وضعیت کرونا رو به سفید شدنه🤣عجب بابا",unk
"May 3, 2020 @ 13:35:54.756","۸۳ونیم",unk
"May 3, 2020 @ 13:35:54.689","😁😁",unk
"May 3, 2020 @ 13:35:54.623",khafe,unk
